Provider Name,Address,City,County,JNJ Doses,Moderna Doses,Pfizer Doses,Week,Notes
Fox Rural Health Clinic,1001 Us Highway 83 N,Childress,CHILDRESS,300,0,0,Week 13,
United Pharmacy 518,2105 Avenue F Nw,Childress,CHILDRESS,100,0,0,Week 13,
Clay County Memorial Hospital,310 W South St,Henrietta,CLAY,0,1000,0,Week 13,
Henrietta Pharmacy,124 N Bridge St,Henrietta,CLAY,0,100,0,Week 13,
Cochran Memorial Hospital,201 E Grant Ave Ste 100,Morton,COCHRAN,200,0,0,Week 13,
OWL DRUG STORE,312 S COMMERCIAL AVE,Coleman,COLEMAN,0,200,0,Week 13,
Allen Pharmacy  Wellness LLC,945 W Stacy Rd,Allen,COLLIN,0,100,0,Week 13,
IntegriCare Pharmacy,1505 W McDermott Dr,Allen,COLLIN,100,0,0,Week 13,
Post Acute Medical Rehabilitation Hospital Of Allen Texas,1001 Raintree Cir,Allen,COLLIN,100,0,0,Week 13,
RescueMD,997 Raintree Circle,Allen,COLLIN,100,0,0,Week 13,
Brookshires Pharmacy 131,1325 W White St,Anna,COLLIN,100,0,0,Week 13,
Brookshires Pharmacy 73,675 E Sunset Blvd,Celina,COLLIN,100,0,0,Week 13,
Walgreens Pharmacy 05710,18410 Preston Rd,Dallas,COLLIN,100,0,0,Week 13,
Brookshires Pharmacy 79,1705 W Audie Murphy Pkwy,Farmersville,COLLIN,100,0,0,Week 13,
Carevide Farmersville,111 N Johnson St,Farmersville,COLLIN,100,0,0,Week 13,
Allergy Rheumatology Immunology Associates of North Texas   ,5350 INDEPENDENCE PKWY,Frisco,COLLIN,100,0,0,Week 13,
Baylor Scott And White Medical Center - Centennial,12505 Lebanon Rd,Frisco,COLLIN,500,0,0,Week 13,
Bent Tree Family Physicians,3550 Parkwood Blvd,Frisco,COLLIN,100,0,0,Week 13,
Frisco Fire Department,8601 Gary Burns Dr,Frisco,COLLIN,100,0,0,Week 13,
North Texas Medical Clinic PLLC,5350 Independence Pkwy,Frisco,COLLIN,100,0,0,Week 13,
Pediatric Pulmonary Associates of North Texas PA,8501 Wade Blvd Suite 1020,Frisco,COLLIN,100,0,0,Week 13,
Piga Primary Care Associates,8380 Warren Pkwy Ste 305,Frisco,COLLIN,100,0,0,Week 13,
STARWOOD PHARMACY LLC,7777 Warren Pkyw,Frisco,COLLIN,100,0,0,Week 13,
Tom Thumb Pharmacy 2581,4848 Preston Rd,Frisco,COLLIN,0,100,0,Week 13,
Ann H Snyder Md Pa,4561 Medical Center Drive,McKinney,COLLIN,100,0,0,Week 13,
Baylor Health Enterprises LP,5236 West University Drive,McKinney,COLLIN,100,0,0,Week 13,
Baylor Scott  White Primary Care Mckinney,5220 W University Drive,McKinney,COLLIN,100,0,0,Week 13,
Baylor Scott and White MC Mckinney,2533 Gold Rush Drive,McKinney,COLLIN,500,0,0,Week 13,
Beaker pharmacy,7810 Eldorado Pkwy,McKinney,COLLIN,100,0,0,Week 13,
BERG  MINIGUTTI PLLC,8000 ELDORADO PKWY,McKinney,COLLIN,100,0,0,Week 13,
Caring Partner Medical Clinic,4510 Medical Center Dr,McKinney,COLLIN,100,0,0,Week 13,
Collin Medical  Wellness Group,307 SMcDonald Street,McKinney,COLLIN,100,0,0,Week 13,
Fresenius Medical Center of Mckinney,1831 Harroun,McKinney,COLLIN,100,0,0,Week 13,
Healthcare Associates of Irving - 8080 State Hwy 121,8080 State Hwy 121,McKinney,COLLIN,100,0,0,Week 13,
Jeffrey A George Md,5236 W University Dr Ste 3200,McKinney,COLLIN,100,0,0,Week 13,
Ken park MD PLLC,8994,McKinney,COLLIN,100,0,0,Week 13,
Mckinney Pediatrics,1872 N Lake Forest Dr,McKinney,COLLIN,100,0,0,Week 13,
Questcare Medical Clinics- Mckinney,5291 W University Dr,McKinney,COLLIN,100,0,0,Week 13,
Tom Thumb Pharmacy 3853,3001 Hardin Rd,McKinney,COLLIN,0,300,0,Week 13,
Village Health Partners,7300 Eldorado Parkway,McKinney,COLLIN,100,0,0,Week 13,
Murphy Fire-Rescue,206 N Murphy Rd,Murphy,COLLIN,100,0,0,Week 13,
986 Specialty Pharmacy,6205 Coit Rd,Plano,COLLIN,100,0,0,Week 13,
ADVANCED FAMILKY MEDICAL CARE,4002 WEST PARK BLVD,Plano,COLLIN,100,0,0,Week 13,
Alpha Physicians Of Texas,1220 Coit Rd Ste 105,Plano,COLLIN,100,0,0,Week 13,
CaringRX Pharmacy,6020 W Parker Rd,Plano,COLLIN,100,0,0,Week 13,
Chong Liu MD PA,7712 San Jacinto Place,Plano,COLLIN,100,0,0,Week 13,
Cigna Healthcare Of Texas Plano,1640 Dallas Pkwy,Plano,COLLIN,100,0,0,Week 13,
City of Plano,1901 K Avenue,Plano,COLLIN,0,1000,0,Week 13,
Family Healthcare Associates Plano,6300 W Parker Rd Ste G20,Plano,COLLIN,100,0,0,Week 13,
Forest Gate Hospice,5045 Lorimar Dr,Plano,COLLIN,100,0,0,Week 13,
Fresenius Collin County Dialysis Center,3420 K Avenue 150,Plano,COLLIN,100,0,0,Week 13,
Fresenius West Plano,4405 Tradition Trail,Plano,COLLIN,100,0,0,Week 13,
FRISCORX AND COMPOUNDING LLC,5933 Dallas Pkwy,Plano,COLLIN,0,200,0,Week 13,
GARY A TIGGES MD,6300 WEST PARKER ROAD,Plano,COLLIN,100,0,0,Week 13,
International Travel Solutions,4700 Dexter Drive,Plano,COLLIN,100,0,0,Week 13,
Jianhuan Meng Md,400 Maplelawn Dr Ste 101,Plano,COLLIN,100,0,0,Week 13,
Medicineers at USPharmaceutica,5969 Dallas Parkway,Plano,COLLIN,100,0,0,Week 13,
Miranda O Ramirez Md,3608 Preston Rd Ste 125,Plano,COLLIN,100,0,0,Week 13,
NT Preferred Health Partners Plano,4708 Dexter Drive,Plano,COLLIN,0,500,0,Week 13,
Omni Medical Center,4666 Mcdermott Rd  100,Plano,COLLIN,100,0,0,Week 13,
Premise Health Wellness Center - Nearsite Plano,6835 Communications Pkwy Ste 510,Plano,COLLIN,100,0,0,Week 13,
Psychiatric medical asso PA,6404 International Pkwy,Plano,COLLIN,100,0,0,Week 13,
Syeda Sultana Ahmad Md,1007 20th St,Plano,COLLIN,100,0,0,Week 13,
Trinity Pediatrics,6105 WINDCOM CT,Plano,COLLIN,100,0,0,Week 13,
Village Health Partners,5425 W Spring Creek Pkwy Ste 200,Plano,COLLIN,100,0,0,Week 13,
Village Pediatrics - Plano,5425 W Spring Creek Pkwy,Plano,COLLIN,100,0,0,Week 13,
Willow Bend Family Medicine,6124 W Parker Rd Ste 138,Plano,COLLIN,100,0,0,Week 13,
Walgreens Pharmacy 06663,4201 E Renner Rd,Richardson,COLLIN,100,0,0,Week 13,
Heal 360 Primary Care PLLC,3400 W FM 544,Wylie,COLLIN,100,0,0,Week 13,
SandsRx LLC,4 Regency Dr,Wylie,COLLIN,100,0,0,Week 13,
Wylie Fire Station 3,210 N WA Allen Blvd,Wylie,COLLIN,100,0,0,Week 13,
Collingsworth Pharmacy LLC,1016 16th Street,Wellington,COLLINGSWORTH,0,100,0,Week 13,
Preferred Hospital Leasing Inc Dba Collingsworth General Hos,1013 15th St,Wellington,COLLINGSWORTH,100,0,0,Week 13,
Columbus Community Hospital - Columbus 2,110 Shult Drive,Columbus,COLORADO,100,0,0,Week 13,
Columbus Pharmacy LLC,1206 Fannin St,Columbus,COLORADO,100,0,0,Week 13,
Four Oaks Medical Clinic,109 Shult Dr,Columbus,COLORADO,100,0,0,Week 13,
Eagle Lake Drugstore,702 S McCarty Avenue,Eagle Lake,COLORADO,0,100,0,Week 13,
Rice Medical Associates - Eagle Lake,610 S Austin Rd,Eagle Lake,COLORADO,200,0,0,Week 13,
The Pharmacy Shop,406 Youens Drive,Weimar,COLORADO,0,100,0,Week 13,
Acacia Medical Mission,1781 E Ammann Rd,Bulverde,COMAL,100,0,0,Week 13,
Eileen Van Diest MD PA,32685 US Highway 281N,Bulverde,COMAL,100,0,0,Week 13,
Brookshires Pharmacy 79 - Canyon Lake,18275 Fm 306,Canyon Lake,COMAL,100,0,0,Week 13,
Lone Star Pharmacy,1395 Sattler Rd Ste 8,Canyon Lake,COMAL,0,100,0,Week 13,
Alamo Osteopathic Physicians and Surgeons,614 South Business Ste A,New Braunfels,COMAL,100,0,0,Week 13,
Christus Santa Rosa Hospital New Braunfels,600 North Union Ave,New Braunfels,COMAL,100,0,0,Week 13,
Christus Trinity Clinic Hill Country Landa,774 Landa St,New Braunfels,COMAL,100,0,0,Week 13,
Christus Trinity Clinic Hill Country Oak Run,1850 W State Highway 46,New Braunfels,COMAL,100,0,0,Week 13,
Comal County Public Health Office Re,1297 CHURCHILL DR STE 102,New Braunfels,COMAL,0,2500,0,Week 13,
Genoa Healthcare Llc 20277,258 Landa St,New Braunfels,COMAL,0,100,0,Week 13,
Heb Pharmacy 380,651 S Walnut,New Braunfels,COMAL,100,0,0,Week 13,
HEB Pharmacy 694,2965 N Interstate 35,New Braunfels,COMAL,100,0,0,Week 13,
HEB Pharmacy 74,1655 Highway 46 West,New Braunfels,COMAL,100,0,0,Week 13,
New Braunfels Kidney Disease Clinic,1561 N IH-35,New Braunfels,COMAL,100,0,0,Week 13,
New Braunfels Regional Rehabilitation Hospital,2041 Sundance Parkway,New Braunfels,COMAL,100,0,0,Week 13,
Walgreens 13086,1944 S Seguin Ave,New Braunfels,COMAL,100,0,0,Week 13,
Walgreens Pharmacy 06337,1160 S Business Ih 35,New Braunfels,COMAL,100,0,0,Week 13,
Walgreens Pharmacy 09394,1210 N Ih 35,New Braunfels,COMAL,100,0,0,Week 13,
Walgreens Pharmacy 10393,1610 W State Highway 46,New Braunfels,COMAL,100,0,0,Week 13,
Walgreens Pharmacy 11928,5960 Fm 1103,New Braunfels,COMAL,100,0,0,Week 13,
GLP3 Pharmacy LLC,113 Star Grass,Spring Branch,COMAL,0,100,0,Week 13,
Health Hero America,244 Flightline,Spring Branch,COMAL,0,300,0,Week 13,
HEB Pharmacy 622,20725 Hwy 46 West,Spring Branch,COMAL,100,0,0,Week 13,
Spring Branch Pharmacy Llc,17130 State Highway 46 W,Spring Branch,COMAL,100,0,0,Week 13,
Walgreens 15904,20744 STATE HIGHWAY 46 W,Spring Branch,COMAL,100,0,0,Week 13,
Brookshires Pharmacy 93,400 W Central Ave,Comanche,Comanche,100,0,0,Week 13,
Accelhealth De Leon,1100 West Reynosa Ave,De Leon,COMANCHE,0,100,0,Week 13,
CCH Pharmacy,614 Eaker St,Eden,CONCHO,100,0,0,Week 13,
Concho County Hospital,614 Eaker Street,Eden,CONCHO,100,0,0,Week 13,
DSHS Gainesville,1714 Justice Center Blvd,Gainesville,COOKE,0,100,0,Week 13,
Family 1st Care,1615 Hospital Blvd Ste A,Gainesville,COOKE,100,0,0,Week 13,
North Texas Medical Center,1900 Hospital Blvd,Gainesville,COOKE,0,1000,0,Week 13,
Muenster Memorial Hospital,605 N Maple St,Muenster,COOKE,0,300,0,Week 13,
Texas Department of Criminal Justice Mt View,2305 Ransom Road,Gatesville,CORYELL,0,100,0,Week 13,
Crane County Rural Health Clinic,1310 S Alford St,Crane,CRANE,0,200,0,Week 13,
Colleyville Drug INC,622,Crosbyton,CROSBY,0,100,0,Week 13,
Crosbyton Clinic Hosptital,710 W Main St,Crosbyton,CROSBY,0,100,0,Week 13,
Van Horn Rural Health Clinic,Eisenhower Rd Fm 2185,Van Horn,CULBERSON,0,200,0,Week 13,
Cooper Clinic,12200 Preston Rd,Dallas,DALLAS,100,0,0,Week 13,
Healing Hands Ministries,8515 Greenville Ave Ste N-112,Dallas,DALLAS,0,100,0,Week 13,
Los Barrios Unidos Community Clinic,4732 W Illinois Ave,Dallas,DALLAS,100,0,0,Week 13,
Los Barrios Unidos Community Clinic - Dallas 1,809 Singleton Blvd,Dallas,DALLAS,400,0,0,Week 13,
Methodist Dallas Medical Center,1441 N Beckley Ave,Dallas,DALLAS,0,0,1170,Week 13,
Plaza Apothecary Pllc,600 N Pearl St,Dallas,DALLAS,100,0,0,Week 13,
Preston Road Pharmacy,6901 Preston Rd,Dallas,DALLAS,100,0,0,Week 13,
Prism Health North Texas South Dallas Health Center,4922 Spring Ave,Dallas,DALLAS,200,0,0,Week 13,
WESTMORELAND ADULT OUTPATIENT CLINIC,1350 N WESTMORELAND,Dallas,DALLAS,100,0,0,Week 13,
ALMS Community Health Center,2100 Virginia Drive,Grand Prairie,DALLAS,100,0,0,Week 13,
Grand Prairie Fire Department,,Grand Prairie,DALLAS,500,500,0,Week 13,
Las Colinas Pharmacy,6420 N MacArthurBlvd,Irving,DALLAS,100,0,0,Week 13,
Renal Care Group,1625 N Story Road,Irving,DALLAS,100,0,0,Week 13,
Mesquite Employee Health Center,300 W Kearney St,Mesquite,DALLAS,0,500,0,Week 13,
Mesquite Public Health Clinic,1616 N Galloway Ave,Mesquite,DALLAS,100,0,0,Week 13,
PAM Rehabilitation Hospital of Richardson,401 West Campbell Road 5th Floor,Richardson,DALLAS,100,0,0,Week 13,
Super 1 Pharmacy 649,125 Hall Rd,Seagoville,DALLAS,100,0,0,Week 13,
Lamesa Primary Clinic,1502 N Avenue K,Lamesa,DAWSON,100,0,0,Week 13,
Medical Arts Rural Health Clinic - 2202 North Bryan Avenue,2202 N Bryan Ave,Lamesa,DAWSON,0,100,0,Week 13,
South Plains Public Health District - Lamesa,503 S 1st St,Lamesa,DAWSON,0,100,0,Week 13,
Deaf Smith County Hospital District Employee Health,540 W 15th St,Hereford,DEAF SMITH,100,0,0,Week 13,
DSHS Hereford,600 N 25 Mile Ave Ste 500,Hereford,DEAF SMITH,0,100,0,Week 13,
Hereford Health Clinic,540 W 15th St,Hereford,DEAF SMITH,100,0,0,Week 13,
Carevide Cooper,91 W Side Sq,Cooper,DELTA,0,200,0,Week 13,
S  J Pharmacy,101 Old Town Blvd S Ste 102,Argyle,DENTON,100,0,0,Week 13,
Aubrey Pharmacy,701 S Highway 377,Aubrey,DENTON,100,0,0,Week 13,
Healthcare Associates of Irving LLP,8700 US Hwy 380,Aubrey,DENTON,100,0,0,Week 13,
Carrollton Regional Medical Center,4343 N Josey Ln,Carrollton,DENTON,0,500,0,Week 13,
JAMES S LEE MDPA,1809 Golden Trail Ct,Carrollton,DENTON,100,0,0,Week 13,
Livewell International Health Inc,4070 State Hwy 121,Carrollton,DENTON,100,0,0,Week 13,
MAIN MEDICAL CLINIC,3044 OLD DENTON RD,Carrollton,DENTON,100,0,0,Week 13,
Precision Family Medicine,1428 W Hebron Pkwy,Carrollton,DENTON,300,0,0,Week 13,
Select Specialty Hospital Dallas Inc,2329 PARKER RD,Carrollton,DENTON,100,0,0,Week 13,
Trinity Apothecary,2501 E Hebron Pkwy Suite 100B,Carrollton,DENTON,100,0,0,Week 13,
Allen Pharmacy,1612 Scripture St,Denton,DENTON,100,0,0,Week 13,
Community Pharmacy - Denton - 4400 Teasley Lane,4400 Teasley Lane,Denton,DENTON,200,0,0,Week 13,
Denton Apothecary LP,306 N Loop 288 Ste 210,Denton,DENTON,100,0,0,Week 13,
Fresenius Kidney Care,3400 Corinth Pkwy,Denton,DENTON,100,0,0,Week 13,
Health Services Of North Texas,4304 Mesa Dr,Denton,DENTON,100,0,0,Week 13,
Horizon Medical Center,2813 South Mayhill Road,Denton,DENTON,0,100,0,Week 13,
Premier Independent Physicians of Denton,1512 Teasley Lane,Denton,DENTON,100,0,0,Week 13,
Sidd Medical Associates,2214 Emery St,Denton,DENTON,100,0,0,Week 13,
Texas Womans University,604 Administration Drive,Denton,DENTON,1000,0,0,Week 13,
Vivmeds Pharmacy Corporation,3303 Unicorn Lake Blvd,Denton,DENTON,0,200,0,Week 13,
ClearSky Rehabilitation Hospital of Flower Mound,3100 Peters Colony Road,Flower Mound,DENTON,0,100,0,Week 13,
Davoodi Family Medicine,3051 Churchill Dr Ste 100,Flower Mound,DENTON,100,0,0,Week 13,
Flower Mound Fire Department,3911 S Broadway Ave,Flower Mound,DENTON,100,0,0,Week 13,
YZ Healthcare PA,4931 Long Prairie Rd,Flower Mound,DENTON,100,0,0,Week 13,
Bio-Medical Application of Texas Inc,10150 Legacy Dr,Frisco,DENTON,100,0,0,Week 13,
Driven MD PLLC,8501 Wade Blvd,Frisco,DENTON,100,0,0,Week 13,
Family Medicine Plus LLC,11330 Legacy Drive,Frisco,DENTON,100,0,0,Week 13,
Frisco Apothecary Lp,3010 Legacy Dr,Frisco,DENTON,100,0,0,Week 13,
Market Street Pharmacy 685,4268 Legacy Dr,Frisco,DENTON,100,0,0,Week 13,
NEO TEXAS LLC,360 STONEBROOK PKWY,Frisco,DENTON,100,0,0,Week 13,
North Texas Preferred Health Partners Frisco,3535 Victory Group Way,Frisco,DENTON,100,0,0,Week 13,
Stonebriar Pharmaceutical Services,,Frisco,DENTON,100,0,0,Week 13,
Tom Thumb Pharmacy 2963,5550 FM 423,Frisco,DENTON,0,100,0,Week 13,
West Frisco Health And Wellness,4280 Main Street,Frisco,DENTON,100,0,0,Week 13,
AJIJO INC dba Luxe Med Compounding,560 WEST MAIN ST,Lewisville,DENTON,100,0,0,Week 13,
Diamond Physicians Castle Hills,1620 FM 544,Lewisville,DENTON,100,0,0,Week 13,
Emmanuel F Desai Md,125 N Cowan Ave,Lewisville,DENTON,100,0,0,Week 13,
Family Care Medical Centers Lewisville,1305 S State Highway 121 Ste,Lewisville,DENTON,100,0,0,Week 13,
Lake Lewisville Pediatrics,2141 S Edmonds Ln,Lewisville,DENTON,100,0,0,Week 13,
Liberty Dialysis South Lewisville,101 East Southwest Parkway,Lewisville,DENTON,100,0,0,Week 13,
SREEVANI KUNCHAM MD PA,131 Degan Ave,Lewisville,DENTON,100,0,0,Week 13,
Pilot Point Family Practice,1246 US HWY 377 S,Pilot Point,DENTON,100,0,0,Week 13,
AP Pharmacy DBA Roanoke Pharmacy,207 E Byron Nelson Blvd,Roanoke,DENTON,100,0,0,Week 13,
Baylor Scott  White Medical Center Trophy Club,2850 East State Hwy 114,Roanoke,DENTON,100,0,0,Week 13,
Griffin Family Medicine,509 E Byron Nelson Blvd,Roanoke,DENTON,0,200,0,Week 13,
Premier Independent Physicians,1630 West Chapman,Sanger,DENTON,100,0,0,Week 13,
Cuero Regional Hospital,2550 N Esplanade St,Cuero,DEWITT,0,500,0,Week 13,
HEB Pharmacy 712,909 E Broadway St,Cuero,DEWITT,0,200,0,Week 13,
Clarendon Family Medical Center,1 Medical Center Drive,Clarendon,DONLEY,0,200,0,Week 13,
Benavides ISD,106 School Street,Benavides,DUVAL,100,0,0,Week 13,
SAN DIEGO PHARMACY,500 S Dr EE Dunlap st,San Diego,DUVAL,100,0,0,Week 13,
Brookshires Pharmacy 99,1010 Avenue E,Cisco,EASTLAND,100,0,0,Week 13,
Eastland Memorial Hospital,Po Box 897,Eastland,EASTLAND,600,0,0,Week 13,
Love Oak Pharmacy,805 West Main Street,Eastland,EASTLAND,0,500,0,Week 13,
John Garcia MD PA,2453 E 11th St,Odessa,ECTOR,100,0,0,Week 13,
Odessa Regional Medical Center,520 E 6th St,Odessa,ECTOR,0,500,0,Week 13,
Sunflower Rx,700 N Grant Ave Ste 150,Odessa,ECTOR,100,0,0,Week 13,
Centro De Salud Familiar La Fe West Way,1713 Banker Rd,Canutillo,EL PASO,100,0,0,Week 13,
ANWAR E MONROY MD PA,11351 JAMES WATT,El Paso,EL PASO,100,0,0,Week 13,
Bienvivir Senior Health Services,2300 Mckinley Ave,El Paso,EL PASO,0,1500,0,Week 13,
Candelaria Medical Center,8269 N Loop Dr,El Paso,EL PASO,100,0,0,Week 13,
Centro De Salud Familiar La Fe IncAdult Satellite Clinic,823 E Yandell Dr,El Paso,EL PASO,0,400,0,Week 13,
Centro De Salud Familiar Lafe,700 S Ochoa St,El Paso,EL PASO,0,200,0,Week 13,
Centro San Vicente - El Paso,8061 Alameda Ave,El Paso,EL PASO,0,500,0,Week 13,
Cesar R Calianga MD,7812 Gateway Blvd E STE 200,El Paso,EL PASO,100,0,0,Week 13,
Child And Adolescent Wellness Center - El Paso - 721 S Ochoa,721 S Ochoa St,El Paso,EL PASO,100,0,0,Week 13,
Davita Loma Vista Dialysis,1382 Lomaland Dr Ste A,El Paso,EL PASO,0,200,0,Week 13,
Dept Public Health-Railroad,9566 Railroad Dr,El Paso,EL PASO,0,500,0,Week 13,
Dept Public Health-Stanton,220 S Stanton,El Paso,EL PASO,100,0,0,Week 13,
Dshs Phr 9 10 Hq - El Paso Re,401 E Franklin Ave Ste 210,El Paso,EL PASO,0,0,1170,Week 13,
El Paso Childrens Hospital,4845 Alameda Ave,El Paso,EL PASO,0,500,0,Week 13,
EL Paso Health Inc II,1120 McRae Blvd Bldg D,El Paso,EL PASO,100,0,0,Week 13,
El Paso Pulmonary Association El Paso 4305 N Mesa Ste A,4305 N Mesa St,El Paso,EL PASO,100,0,0,Week 13,
El Paso Wellness Associates LLC,1600 N Lee Trevino,El Paso,EL PASO,100,0,0,Week 13,
Emilia Talamas Md Pa,11167 La Quinta Pl,El Paso,EL PASO,100,0,0,Week 13,
EP Optimum Health Center,7878 Gateway Blvd E Ste 202,El Paso,EL PASO,100,0,0,Week 13,
Family Medicine Associates of El Paso,9398 Viscount Blvd,El Paso,EL PASO,100,0,0,Week 13,
Fresenius Medical Care,10510 Gateway West,El Paso,EL PASO,100,0,0,Week 13,
Galo A Rodarte Md Pa,400 E Robinson Ave,El Paso,EL PASO,100,0,0,Week 13,
Healthy Horizons Clinic,14470 Horizon Blvd,El Paso,EL PASO,100,0,0,Week 13,
Henderson Health Center El Paso,721 S Mesa St,El Paso,EL PASO,300,0,0,Week 13,
Immunize El Paso Eastside,1580 George Dieter Dr Ste 103,El Paso,EL PASO,100,0,0,Week 13,
Immunize El Paso-Downtown,513 W San Antonio Ave Ste B,El Paso,EL PASO,100,0,0,Week 13,
La Fe Care Center,1505 Mescalero Dr,El Paso,EL PASO,100,0,0,Week 13,
Lauro I Ortega MD PA,154 N Festival Dr Villa G,El Paso,EL PASO,100,0,0,Week 13,
Life Ambulance Service Inc,5720 Trowbridge Dr,El Paso,EL PASO,100,0,0,Week 13,
Montana Vista Community Partnership,14900 Greg Drive Ste B,El Paso,EL PASO,0,200,0,Week 13,
Mt West Family Health Center,6151 Dew Dr,El Paso,EL PASO,100,0,0,Week 13,
Northeast Family Practice,4875 Maxwell Ave,El Paso,EL PASO,0,100,0,Week 13,
Physicians Vascular Services,1111 Hawkins Blvd,El Paso,EL PASO,100,0,0,Week 13,
Project Vida Nafzger Health Clinic,3612 Pera Ave,El Paso,EL PASO,100,0,0,Week 13,
Rio Grande Pharmacy,5500 Doniphan Dr,El Paso,EL PASO,100,0,0,Week 13,
SISD Employee Health Clinic,11950 Bob Mitchell,El Paso,EL PASO,100,0,0,Week 13,
Texas Tech University Health Sciences Center El Paso Occupat ,4801 Alberta Ave Ste A02,El Paso,EL PASO,100,0,0,Week 13,
Texas Tech University Health Sciences Center Internal Medicin,4801 Alberta Ave,El Paso,EL PASO,100,0,0,Week 13,
The Healing Space Family And Integrative Medicine,7100 Westwind Dr Ste 120,El Paso,EL PASO,100,0,0,Week 13,
The Hospitals of Providence Memorial Campus,2001 N Oregon St,El Paso,EL PASO,0,1500,0,Week 13,
The University of Texas at El Paso,500 W University Ave,El Paso,EL PASO,100,0,0,Week 13,
Transmountain Primary Care,13001 Eastlake Blvd Suite 105,El Paso,EL PASO,100,0,0,Week 13,
Umc Neighborhood Healthcare Center West,6600 N Desert Blvd,El Paso,EL PASO,100,0,0,Week 13,
Wellmed Remcon,7430 Remcon Circle,El Paso,EL PASO,0,500,0,Week 13,
Wellness Response Department-Speaking RockYsleta,122 S Pueblo Road,El Paso,EL PASO,100,0,0,Week 13,
Ysleta Health Center El Paso Dph,110 Candelaria St,El Paso,EL PASO,300,0,0,Week 13,
US Drug Mart Inc,1420 Fabens Rd,Fabens,EL PASO,100,0,0,Week 13,
Centro De Salud Familiar La Fe,12101 Socorro Rd,San Elizario,EL PASO,100,0,0,Week 13,
Ellis County Medical Associates,802 W Lampasas St Ste 100,Ennis,ELLIS,300,0,0,Week 13,
Ennis Regional Medical Center,2201 W Lampasas St,Ennis,ELLIS,1000,0,0,Week 13,
Hometown Drug Inc,718 W Lampasas St,Ennis,ELLIS,100,0,0,Week 13,
Brookshires Pharmacy 69,1400 E Main St,Midlothian,ELLIS,100,0,0,Week 13,
Healthcare Associates of Irving LLP,661 E Main St,Midlothian,ELLIS,100,0,0,Week 13,
US DRUG MART INC,540 GEORGE HOPPER ROAD,Midlothian,ELLIS,300,0,0,Week 13,
Brookshires Pharmacy 108,102 E OVILLA ROAD,Red Oak,ELLIS,100,0,0,Week 13,
Galaxy Pediatrics,273 E Ovilla Rd Ste 4,Red Oak,ELLIS,100,0,0,Week 13,
Baylor Scott  White Family Medical Center Waxahachie,2460 N Ih-35e,Waxahachie,ELLIS,200,0,0,Week 13,
The Prescription Shop,120 S Grand Ave,Waxahachie,ELLIS,100,0,0,Week 13,
Waxahachie Pharmacy LLC,401 N high way 77,Waxahachie,ELLIS,300,0,0,Week 13,
Dublin Family Medicine,305 N Patrick St,Dublin,ERATH,300,0,0,Week 13,
Accelhealth Stephenville,135 River North Blvd,Stephenville,ERATH,100,0,0,Week 13,
Convenient Care Family Medicine,2216 W WASHINGTON ST,Stephenville,ERATH,300,0,0,Week 13,
Erath County EMS,830 B East Rd,Stephenville,ERATH,0,1000,0,Week 13,
Tanglewood Pharmacy Inc,2445 A Northwest Loop,Stephenville,ERATH,100,0,0,Week 13,
Brookshires Pharmacy 54,2228 Island Byu,Bonham,FANNIN,100,0,0,Week 13,
Sai Drugs Inc,2108 N Center St,Bonham,FANNIN,100,0,0,Week 13,
Puckett Family Clinic,1301 E Main St,Honey Grove,FANNIN,500,0,0,Week 13,
Hunt Regional Medical Partners Family Practice  Leonard,700 N Highway 78,Leonard,FANNIN,100,0,0,Week 13,
Flatonia Pharmacy LLC,121 East North Main St,Flatonia,FAYETTE,100,0,0,Week 13,
St Marks Medical Center,One St Marks Place,La Grange,FAYETTE,0,400,0,Week 13,
Fisher County Hospital District,774 State Highway 70 N,Rotan,FISHER,0,200,0,Week 13,
Payne Family Pharmacy,200 S Main St,Floydada,FLOYD,100,0,0,Week 13,
Cogdell Rural Health Clinic,320 N Main St,Lockney,FLOYD,0,100,0,Week 13,
Foard County Clinic,200 North 1st Street,Crowell,FOARD,200,0,0,Week 13,
Steeplechase Pediatric Center Fulshear,11605 S Fry Rd Ste 108,Fulshear,FORT BEND,100,0,0,Week 13,
Fresenius Kidney Care Pamela Heights,15917 SOUTH POST OAK RD,Houston,FORT BEND,100,0,0,Week 13,
Christ Clinic,25722 Kingsland Blvd,Katy,FORT BEND,300,0,0,Week 13,
Greenbusch Pharmacy,25757 Westheimer Pkwy,Katy,FORT BEND,100,0,0,Week 13,
HEB Pharmacy 615,25675 Nelson Way,Katy,FORT BEND,0,100,0,Week 13,
Kroger Pharmacy 121,9806 Gaston Rd,Katy,FORT BEND,200,0,0,Week 13,
